barkod,miktar,markalar,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,birim,kategori_listesi,etiketler_listesi
8076800105735,1000.0,barilla,['Gluten'],"['Eggs', 'Soybeans', 'it:moutarde']",2.0,A,1.0,A,True,True,yes,359.0,2.0,0.5,71.0,0.0,3.0,13.0,0.01,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Pastas', 'Cereal pastas', 'Dry pastas', 'Durum wheat pasta', 'Dry durum wheat pasta', 'Penne', 'Penne rigate']","['Made in Italy', 'it:Végétarien']"
3083681085860,265.0,bonduelle,[],[],3.0,A,3.0,B,True,True,yes,119.0,2.2,0.2,15.0,0.0,7.7,6.0,0.6,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Canned foods', 'Legumes', 'Seeds', 'Canned plant-based foods', 'Legume seeds', 'Pulses', 'Chickpeas', 'Canned legumes', 'Canned chickpeas', 'Vegetables - Prepared/Processed (Shelf Stable)']","['Vegetarian', 'No preservatives', 'Source of fibre', 'Vegan', 'High fibres', 'Nutriscore', 'Nutriscore Grade A']"
3292070006564,175.0,l'atelier blini,[],"['Crustaceans', 'Eggs', 'Fish', 'Gluten', 'Milk', 'Molluscs', 'Sesame seeds']",23.0,A,4.0,C,True,True,yes,111.0,8.3,2.3,5.6,1.1,4.2,1.5,0.94,,99.2933333333333,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Condiments', 'Spreads', 'Plant-based spreads', 'Salted spreads', 'Sauces', 'Dips', 'Guacamoles']",['Triman']
8410066139231,350.0,heinz,[],[],6.0,A,4.0,A,True,True,yes,73.0,3.5,0.4,9.3,6.0,,1.1,0.91,,,ml,"['Condiments', 'Sauces', 'Meal sauces', 'Tomato sauces', 'Fried tomato sauces', 'Tom']","['No gluten', 'No preservatives', 'FSC', 'FSC Mix', 'No flavors']"
8480000094742,400.0,hacendado,"['Gluten', 'Nuts', 'Soybeans']","['Gluten', 'Milk', 'Nuts', 'Soybeans']",19.0,A,,C,False,True,yes,477.0,22.7,3.5,50.2,0.0,8.5,13.6,0.02,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Mueslis']","['Low or no salt', 'Low or no sugar', 'Low salt', 'Low sugar', 'Source of fibre', 'Green Dot', 'High fibres', 'es:Recicla amarillo', 'pt:Ecoponto amarelo']"
6130758000022,1.5,guedila,[],[],13.0,A,,,False,True,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00725,0.0,,l,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters', 'Non-carbonated natural mineral waters']",['Green Dot']
3273220181027,400.0,sojade,['Soybeans'],[],4.0,A,1.0,A,True,True,yes,52.0,2.9,0.4,1.6,0.0,0.0,4.8,0.1,0.0,,g,"['Plant-based foods and beverages', 'Fermented foods', 'Dairy substitutes', 'Desserts', 'Vegan products', 'Non-dairy desserts', 'Non-dairy fermented foods', 'Non-dairy yogurts', 'Soy milk yogurts', 'Plain soy yogurts']","['Vegetarian', 'No gluten', 'Organic', 'EU Organic', 'No GMOs', 'Vegan', 'FR-BIO-01', 'Nutri-Score A/B', 'The Vegan Society', 'AB Agriculture Biologique']"
3252971595857,400.0,alpina savoie,"['Eggs', 'Gluten']","['Nuts', 'Soybeans']",5.0,A,3.0,,True,True,no,365.0,3.0,0.8,70.0,2.5,3.5,13.0,0.25,0.0,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Pastas', 'fr:Crozets', 'fr:Crozets de Savoie']","['No preservatives', 'Artisanal production', 'Green Dot', 'No artificial colors', 'No colorings', 'No flavors', 'Nutriscore', 'Nutriscore Grade A', 'Superior quality', 'fr:Filière Alpine Savoie']"
6111248360123,,,[],[],,A,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.004,,,,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters', 'Non-carbonated natural mineral waters']",[]
8437010848230,125.0,la carloteña,[],[],12.0,A,4.0,E,True,True,yes,125.0,2.0,0.6,0.4,0.0,,26.8,0.004,,,,"['Meats and their products', 'Meats', 'Prepared meats', 'Chicken and its products', 'Poultries', 'Chickens', 'Cooked poultries']","['Low or no fat', 'Low fat', 'No gluten', 'Crossed Grain Trademark', 'Green Dot', 'No colorings', 'No lactose']"
7613034579102,330.0,nestlé,[],[],12.0,A,,,False,True,yes,,,,,,,,0.024,0.0,0.0,ml,"['Beverages and beverages preparations', 'Beverages', 'Carbonated drinks', 'Waters', 'Spring waters', 'Carbonated waters', 'Mineral waters', 'Carbonated mineral waters', 'Boissons sans sucre ajouté', 'Eau minérale naturelle gazéifiée']","['Metal recycles forever', 'Nutriscore', 'Triman', 'Point Vert']"
8076809523509,500.0,barilla,['Gluten'],"['Eggs', 'Mustard', 'Soybeans']",1.0,A,1.0,A,True,True,yes,359.0,2.0,0.5,71.0,3.5,3.0,13.0,0.01,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Pastas', 'Cereal pastas', 'Dry pastas', 'Durum wheat pasta', 'Spaghetti', 'Dry durum wheat pasta', 'Linguine']","['Vegetarian', 'Green Dot', 'Triman', ""fr:Importé d'Italie""]"
3229820786599,375.0,bjorg,['Gluten'],"['Milk', 'Nuts', 'Sesame seeds', 'Soybeans', 'Sulphur dioxide and sulphites']",8.0,A,3.0,A,True,True,yes,394.0,12.0,1.8,51.0,8.6,11.0,15.0,0.03,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Cereals with fruits', 'Mueslis', 'Mueslis with fruits']","['Low or no sugar', 'Organic', 'EU Organic', 'Non-EU Agriculture', 'Certified B Corporation', 'DE-ÖKO-001', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'Green Dot', 'Made in Germany', 'No added sugar', 'AB Agriculture Biologique']"
6111021022002,,aicha,[],[],1.0,A,1.0,C,True,True,yes,117.0,0.4,0.0,23.7,9.0,3.0,4.6,0.5,,,,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Tomatoes and their products', 'Tomato pastes']","['No preservatives', 'Green Dot']"
3251490432650,200.0,céréal bio,"['Gluten', 'Soybeans', 'fr:avoine']","['Celery', 'Eggs', 'Milk', 'Nuts', 'Sesame seeds']",22.0,A,3.0,A,True,True,yes,172.0,8.0,1.0,4.0,2.0,7.0,14.0,1.2,,,g,"['Meat alternatives', 'Meat analogues', 'Vegetarian patties', 'Tofu patties']","['Vegetarian', 'Organic', 'Certified by Ecocert', 'EU Organic', 'No GMOs', 'No preservatives', 'Non-EU Agriculture', 'Source of fibre', 'Source of proteins', 'Vegan', 'fr:Soja Français', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'French soy without GMOs', 'Green Dot', 'High fibres', 'High proteins', 'Made in France', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'fr:Sans-viande']"
3033490004514,1.0,danone,['Milk'],[],4.0,A,1.0,A,True,True,no,45.0,1.0,0.6,5.1,5.1,0.0,3.8,0.1,,0.0,kg,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Plain fermented dairy desserts', 'Plain yogurts']","['French milk', 'Green Dot', 'es:Natural']"
5410188027747,1000.0,alvalle,[],['Gluten'],10.0,A,3.0,A,True,True,yes,30.0,1.1,0.2,3.7,3.3,1.1,1.0,0.46,,,ml,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Meals', 'Soups', 'Vegetable soups', 'Cold soups', 'Gazpacho', 'Tomato soups']","['No gluten', 'Vegetarian', 'No preservatives', 'Vegan', 'FSC', 'FSC Mix', 'Green Dot', 'Made in Spain', 'No additives', 'No artificial colors', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
3341430510019,400.0,tam,"['Fish', 'Soybeans']",[],4.0,A,3.0,E,True,False,no,231.0,14.2,0.22294,0.0,0.0,,25.8,1.0,0.0,,g,"['Seafood', 'Fishes and their products', 'Fishes', 'Fatty fishes', 'Tunas', 'Whole tunas']",['fr:Tam']
20416690,1000.0,milbona,"['Milk', 'es:fermentos-lacticos']",[],2.0,A,1.0,A,True,True,no,58.0,2.0,1.4,4.0,4.0,,6.0,0.000325,,0.0,gram,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Greek-style yogurts', 'de:Grichischer Joghurt']","['Low or no fat', 'Low fat', 'Green Dot', 'Made in Germany', 'Nutriscore']"
3175681085398,220.0,céréal bio,"['Celery', 'Gluten', 'Mustard', 'Soybeans']","['Eggs', 'Milk', 'Nuts', 'Sesame seeds']",18.0,A,4.0,,True,True,yes,145.0,6.7,0.9,12.0,1.3,7.5,5.4,0.6,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Meals', 'fr:Céréales préparées', 'Plant-based meals']","['Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-10', 'Green Dot', 'Made in France', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'fr:Eco-emballages']"
8402001012174,120.0,hacendado,"['Gluten', 'Soybeans']","['Eggs', 'Milk', 'Mustard', 'Nuts', 'Sulphur dioxide and sulphites']",21.0,A,4.0,,True,True,yes,346.0,6.1,0.7,55.0,4.8,24.0,6.1,0.26,,,g,"['Snacks', 'Sweet snacks', 'Bars', 'Cereal bars']","['No artificial sweeteners', 'Green Dot', 'No added sugar', 'es:Recicla amarillo', 'es:Recicla azul']"
3250391896554,500.0,chabrior,['fr:avoine-ou-hybrides-et-produits-a-base-de-ces-cereales'],"['Gluten', 'Lupin', 'Mustard']",1.0,A,1.0,B,True,True,yes,369.0,6.8,1.2,60.0,1.1,10.0,12.0,0.05,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Flakes', 'Cereal flakes', 'Rolled flakes', 'Rolled oats']","['Distributor labels', 'Source of fibre', 'Green Dot', 'High fibres', 'High in magnesium', 'Iron source', 'Nutriscore', 'Nutriscore Grade A', 'Rich in vitamin B1', 'fr:Sélection Intermarché']"
3095759062017,160.0,fleury michon,['Celery'],['Celery'],21.0,A,4.0,D,True,False,no,152.0,1.5,0.5,0.625,0.0,0.0,11.5,0.0,0.0,,g,"['Meats and their products', 'Meats', 'Pork and its products', 'Pork', 'Pork roasts']","['Low or no salt', 'Low salt', 'No gluten', 'French meat', 'No preservatives', 'Reduced salt', '25% less salt', 'French pork', 'Nutriscore', 'Nutriscore Grade C']"
3256229878242,350.0,u,['Peanuts'],[],1.0,A,1.0,B,True,True,yes,581.0,48.0,7.0,5.2,5.0,12.0,26.0,0.04,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Spreads', 'Nuts and their products', 'Plant-based spreads', 'Oilseed purees', 'Legume butters', 'Nut butters', 'Peanut butters']","['Organic', 'EU Organic', 'Source of fibre', 'Source of proteins', 'High fibres', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
4056489148739,1.0,milbona,['Milk'],[],1.0,A,1.0,A,True,True,no,34.0,0.19,0.11,4.99,4.93,0.0,3.28,0.11,,0.0,kg,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Greek-style yogurts']","['Vegetarian', 'Source of proteins']"
3504182960123,250.0,azura,[],[],1.0,A,1.0,,True,True,yes,19.0,0.26,0.056,2.49,2.48,1.2,0.86,0.0081,,100.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Vegetables', 'Fresh foods', 'Fresh plant-based foods', 'Tomatoes and their products', 'Fresh vegetables', 'Tomatoes', 'Cherry tomatoes', 'Fresh tomatoes', 'fr:Tomates cerises allongées', 'fr:Tomates cerises allongés']",['Triman']
3175681210981,220.0,céréal bio,"['Gluten', 'Soybeans']","['Celery', 'Eggs', 'Milk', 'Mustard', 'Nuts', 'Sesame seeds']",12.0,A,3.0,,True,True,yes,111.0,3.5,0.4,8.9,2.3,6.9,7.6,0.66,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Meals', 'Bean dishes', 'Microwave meals', 'Plant-based meals', 'Chili sin carne', 'Low-fat prepared meals']","['Vegetarian', 'Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'Source of fibre', 'Source of proteins', 'Sustainable farming', 'Vegan', 'fr:Soja Français', 'Cooked in France', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-10', 'High fibres', 'High proteins', 'Made in France', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'Pesticide-free', 'AB Agriculture Biologique', 'Triman']"
3175681188389,140.0,gerblé,"['Gluten', 'Milk']","['Eggs', 'Lupin', 'Nuts', 'Soybeans']",25.0,A,4.0,C,True,True,yes,54.0,2.0,0.2,7.9,1.9,0.5,0.9,0.05,0.0,,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits', 'Shortbread cookies']","['No artificial flavors', 'No preservatives', 'Made in France', 'No colorings', 'No dyes or preservatives', 'No palm oil', 'fr:Blé filière durable']"
3270160193301,500.0,picard,"['Fish', 'Gluten']","['Celery', 'Eggs', 'Milk', 'Molluscs', 'Soybeans']",11.0,A,4.0,E,True,True,yes,193.0,8.1,0.9,17.0,1.8,1.3,12.0,0.46,,,g,"['Seafood', 'Fishes and their products', 'Frozen foods', 'Breaded products', 'Fish preparations', 'Breaded fish', 'Breaded cod fish']","['Sustainable', 'Sustainable fishery', 'Nutriscore', 'Nutriscore Grade A', 'Sustainable Seafood MSC', 'Triman']"
5010029000801,860.0,weetabix,['Gluten'],[],11.0,A,3.0,C,True,True,yes,272.0,1.425,0.2565,65.7151575,2.0651575,6.46,9.1295,0.1075569975,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Breakfast cereals rich in fibre']","['Vegetarian', 'Kosher', 'Source of fibre', 'Assured Food Standards', 'European Vegetarian Union', 'Green Dot', 'High fibres', 'Kashrut division of the London Beth Din', 'Nutriscore', 'Nutriscore Grade A']"
5010265002911,250.0,ryvita,[],"['Gluten', 'Sesame seeds', 'Soybeans']",2.0,A,3.0,A,True,True,yes,352.0,0.952380952380952,0.19047619047619,67.6190476190476,2.85714285714286,14.2857142857143,10.4761904761905,0.928571428571429,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Crispbreads', 'Rye breads']","['Vegetarian', 'Vegan']"
3083681057843,110.0,cassegrain,[],[],6.0,A,3.0,A,False,True,yes,20.0,0.1,0.1,2.3,1.3,2.4,1.4,0.79,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Vegetable-based foods and beverages', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Green beans', 'Canned legumes', 'Canned green beans', 'Vegetables - Prepared/Processed (Shelf Stable)']","['Vegetarian', 'No preservatives', 'Vegan', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
3083680085335,265.0,cassegrain,"['Gluten', 'Soybeans']",[],11.0,A,4.0,A,,False,no,98.0,0.8,0.1,13.0,0.5,6.2,6.5,0.81,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Vegetable-based foods and beverages', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Canned vegetables', 'Canned legumes', 'Canned common beans', 'Canned flageolet beans', 'Vegetables - Prepared/Processed (Shelf Stable)']","['No preservatives', 'Nutriscore', 'Nutriscore Grade A']"
6111248360291,,,[],[],6.0,A,1.0,,True,True,yes,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters']",[]
8480000180186,480.0,hacendado,['Fish'],[],3.0,A,3.0,E,True,False,no,79.0,1.2,0.4,0.9,0.0,0.0,21.0,1.1,0.0,0.0,,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Tunas', 'Canned tunas', 'Tunas in brine']","['Omega-3', 'Dolphin Safe', 'Green Dot', 'Source of omega-3']"
3448781100002,1.5,wattwiller,[],[],1.0,A,1.0,,True,True,yes,,,,,,,,0.00075,,,l,"['Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Unsweetened beverages', 'Natural mineral waters']",['Green Dot']
8410376002201,80.0,gullón,"['Gluten', 'Sesame seeds', 'Soybeans']",['Milk'],19.0,A,4.0,C,True,True,yes,408.0,13.0,1.5,58.0,2.8,17.0,9.0,0.01,,,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits']",[]
6163826,210.0,gerblé,['Soybeans'],[],24.0,A,4.0,A,False,True,yes,224.0,3.6,0.5,33.0,4.2,15.0,7.5,1.1,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Specific products', 'Products for specific diets', 'Products without gluten', 'Extruded crispbreads']","['No gluten', 'Source of proteins', 'No added sugar', 'No lactose', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A']"
8480000095718,400.0,hacendado,['Gluten'],"['Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",3.0,A,3.0,C,True,True,yes,364.0,2.7,0.2,66.0,1.9,8.8,14.6,0.78,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Flakes', 'Cereal flakes', 'Extruded cereals', 'Extruded flakes', 'Extruded spelt flakes']",['No added sugar']
6111126005696,450.0,chergui,['Milk'],[],10.0,A,4.0,,False,True,no,58.0,0.711111111111111,0.311111111111111,0.0,4.91111111111111,0.0,8.0,0.111111111111111,0.0,,,"['fr:Supplément de protéines', 'fr:Yaourt-a-boire-aux-fruits']",['No lactose']
3564700371107,1.5,marque repère,[],[],1.0,A,1.0,,True,True,yes,0.0,0.0,0.0,0.0,0.0,,0.0,0.0015,,,l,"['Beverages', 'Waters', 'Mountain products', 'Spring waters', 'Mineral waters', 'Non-alcoholic beverages', 'Mountain waters']",[]
5411188124269,0.5,alpro,"['Gluten', 'Soybeans']",['Nuts'],27.0,A,4.0,A,,True,yes,55.0,2.0,0.4,3.0,1.9,2.3,3.8,0.09,,,kg,"['Plant-based foods and beverages', 'Fermented foods', 'Dairy substitutes', 'Desserts', 'Vegan products', 'Non-dairy desserts', 'Non-dairy fermented foods', 'Non-dairy yogurts', 'Soy milk yogurts', 'Plain soy yogurts', 'fr:A']","['Low or no fat', 'Low or no sugar', 'Low fat', 'Low sugar', 'Vegetarian', 'Source of fibre', 'Vegan', '100% vegetable', 'Calcium source', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'Green Dot', 'High fibres', 'No lactose', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Triman', 'fr:Rico-en-proteinas-vegetales']"
5020364010113,5.0,new york bakery,['Gluten'],['Sesame seeds'],18.0,A,3.0,A,True,True,yes,229.0,2.2,0.8,42.0,4.4,2.6,7.8,0.1875,,0.0,,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Special breads', 'Bagel breads']","['Low or no fat', 'Low fat', 'Vegetarian', 'No artificial flavors', 'Vegan', 'Contains gluten', 'No artificial colors', 'No artificial colours or flavours', 'Made in the UK', 'Suitable for freezing']"
3045320083446,750.0,andros,[],[],5.0,A,3.0,A,True,True,yes,79.0,0.2,0.0,18.0,18.0,1.6,0.3,0.0,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Desserts', 'Fruits based foods', 'Compotes', 'Apple compotes', 'Pear applesauces']","['No artificial flavors', 'No preservatives', 'Made in France', 'No colorings', 'Triman']"
8076809512268,500.0,barilla,['Gluten'],"['Soybeans', 'de:moutarde']",2.0,A,1.0,A,True,True,yes,359.0,2.0,0.5,71.0,3.5,3.0,13.0,0.01,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Pastas', 'Cereal pastas', 'Noodles', 'Dry pastas', 'Durum wheat pasta', 'Dry durum wheat pasta']","['Green Dot', 'de:Végétarien']"
20198107,400.0,baresa,[],[],4.0,A,1.0,A,True,True,yes,29.0,0.4,0.0,4.1,0.0,1.2,1.3,0.09,,99.9,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Pasteurised products', 'Tomatoes and their products', 'Tomatoes', 'Canned tomatoes', 'Peeled tomatoes']","['Pasteurized', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
8480000823281,460.0,hacendado,['Gluten'],"['Mustard', 'Sesame seeds', 'Soybeans']",18.0,A,4.0,A,,True,yes,231.0,3.2,0.7,37.0,0.0,7.4,11.0,1.0,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Source of fibre', 'Green Dot', 'High fibres', 'No lactose', 'With Sunflower oil', 'es:Recicla amarillo']"
3760021251184,1000.0,saint-antonin,[],[],1.0,A,1.0,,True,True,yes,0.0,0.0,0.0,0.0,0.0,,0.0,0.00079,,,ml,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters']",[]
3560071190965,500.0,carrefour bio,"['Gluten', 'Lupin', 'Milk', 'Mustard', 'Peanuts', 'Sesame seeds', 'fr:avoine']","['Gluten', 'Lupin', 'Milk', 'Mustard', 'Nuts', 'Peanuts', 'Sesame seeds', 'Soybeans']",8.0,A,1.0,A,True,True,no,372.0,7.0,1.3,59.0,0.7,10.0,14.0,0.01,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Flakes', 'Cereal flakes', 'Rolled flakes', 'Rolled oats']","['Organic', 'EU Organic', 'Source of fibre', 'DE-ÖKO-005', 'EU Agriculture', 'Green Dot', 'High fibres', 'Nutriscore', 'Nutriscore Grade A', 'PL-EKO-01', 'AB Agriculture Biologique']"
5057967395088,400.0,tesco,['Gluten'],[],17.0,A,3.0,A,True,True,yes,262.0,8.6,0.4,88.0,2.4,6.8,8.6,0.78,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Rye-and-wheat breads', 'Rye breads', 'Sourdough']",[]
8402001015205,400.0,hacendado,"['Gluten', 'es:avena', 'es:avena']","['Milk', 'Nuts', 'Soybeans']",10.0,A,4.0,E,True,,maybe,393.0,6.4,1.6,65.0,9.0,11.0,13.0,0.18,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Extruded cereals']","['Source of fibre', 'High fibres', 'es:Recicla amarillo', 'es:Recicla azul']"
20468583,200.0,freshona,[],"['Lupin', 'Soybeans']",3.0,A,3.0,B,True,True,yes,111.0,2.4,0.4,12.0,0.9,7.6,6.7,0.6,0.0,85.5180309101317,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Canned foods', 'Legumes', 'Seeds', 'Canned plant-based foods', 'Legume seeds', 'Pulses', 'Chickpeas', 'Canned legumes', 'Canned chickpeas']","['Vegetarian', 'Vegan', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'Nutriscore', 'Nutriscore Grade A']"
3229820780955,130.0,bjorg,"['Gluten', 'fr:avoine', 'fr:avoine', 'fr:avoine']","['Milk', 'Sesame seeds', 'Soybeans']",5.0,A,3.0,A,True,True,yes,370.0,2.9,0.6,64.0,0.7,9.8,17.0,0.2,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Sweet snacks', 'Biscuits and cakes', 'Cereals and their products', 'Puffed cereal cakes', 'Puffed wheat cakes', 'Puffed spelt cakes']","['Low or no salt', 'Low salt', 'Organic', 'EU Organic', 'Source of fibre', 'BE-BIO-02', 'Certified B Corporation', 'Made in Belgium', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'fr:Planet Score', 'fr:Planet Score A', 'fr:Planet Score Aaaa']"
3250392712525,450.0,paturage,['Milk'],[],2.0,A,1.0,A,True,True,no,54.0,0.1,0.0,4.4,3.7,0.5,8.7,0.08,,0.0,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'Plain fermented dairy desserts', 'Skyrs', 'Plain skyrs', 'fr:Yaourts et laits fermentes nature non sucres classiques']","['Nutriscore', 'Nutriscore Grade A', 'Triman']"
3560071406073,400.0,carrefour,['Milk'],[],3.0,A,1.0,A,True,True,no,52.0,0.0,0.0,4.0,3.6,0.0,8.9,0.11,,,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'Plain fermented dairy desserts', 'Skyrs', 'Plain skyrs', 'fr:Desserts op basis van melk', 'fr:Gefermenteerde levensmiddelen', 'fr:Gefermenteerde melkdesserts', 'fr:Gefermenteerde zuivelproducten', 'fr:Kazen', 'fr:Roomkazen', 'fr:Yahourt protéiné', 'fr:Zuivelproducten']","['Low or no fat', 'Source of proteins', 'High proteins', 'No fat', 'Nutriscore', 'Nutriscore Grade A']"
5900020043481,310.0,nestlé,"['Gluten', 'es:avena']","['Milk', 'Nuts']",13.0,A,4.0,C,True,True,yes,350.0,5.1,1.4,64.1,0.8,12.4,12.1,0.89,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Chocolate cereals', 'Extruded cereals']","['Green Dot', 'New', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A']"
6111248360376,,,[],[],1.0,A,1.0,,True,True,yes,,,,,,,,,,,,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters', 'Table waters']",[]
3033491704642,825.0,danone,['Milk'],[],2.0,A,1.0,A,True,True,no,57.0,0.2,0.1,3.9,3.9,,10.0,0.0895833333333333,,,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'Plain fermented dairy desserts', 'Skyrs', 'Plain skyrs']","['Low or no fat', 'Source of proteins', 'French milk', 'High proteins', 'Made in France', 'No fat', 'Triman']"
